"id","code","name","account_type","reconcile","note","name@sv_SE","tax_ids"
"a166","166","Andra kortfristiga fordringar","liability_non_current",False,"På detta konto redovisas andra kortfristiga fordringar än de som lagts upp på övriga konton i kontogruppen. Andra kortfristiga fordringar hos kommunens koncernföretag, exempelvis kortfristig utlåning, ska kunna särskiljas antingen genom underindelning av kontot, underkonto 1661, eller genom utnyttjandet av annan koddel (motpart).","Andra kortfristiga fordringar",""
"a1661","1661","Kortfristiga fordringar hos kommunens koncernföretag","liability_non_current",False,"","Kortfristiga fordringar hos kommunens koncernföretag",""
"a167","167","Ingående mervärdesskatt","liability_non_current",False,"På detta konto debiteras ingående mervärdesskatt – dels för skattskyldiga verksamheter, dels för så kallade skattefria verksamheter. Kommuner redovisar moms till Skatteverket i två olika system. Avdragsgill ingående moms för skattskyldiga verksamheter deklareras i momsdeklarationen och ansökan om ersättning för mervärdesskatt i skattefri verksamhet görs via särskild ansökan till Skatteverket i Jönköping. Vid redovisning till Skatteverket måste därför moms avseende skattskyldiga verksamheter skiljas från moms avseende skattefria verksamheter. För att underlätta redovisning av moms i enlighet med ovanstående beskrivning sker en ytterligare uppdelning på underkonton, se nedan och resp. underkonto. Även beräknad moms på tjänste- och varuförvärv vid omvänd skattskyldighet behöver särskiljas i förekommande fall (Se konto 1675 respektive 1678). Vid omvänd skattskyldighet ska köparen i sin momsdeklaration redovisa utgående moms vid köp av en vara eller tjänst. Detta gäller även vid import av v","Ingående mervärdesskatt",""
"a1671","1671","Ingående mervärdesskatt, skattskyldiga verksamheter","liability_non_current",False,"På detta underkonto debiteras avdragsgill ingående mervärdesskatt på anskaffningar till kommunens skattskyldiga verksamheter. Om inköp av tjänster eller varor sker från annat land till skattskyldiga verksamheter redovisas dessa på konto 1675.","Ingående mervärdesskatt, skattskyldiga verksamheter",""
"a1675","1675","Beräknad ingående mervärdesskatt vid omvänd skattskyldighet till skattskyldiga verksamheter","liability_non_current",False,"På detta underkonto redovisas ingående moms i skattskyldig verksamhet (vid omvänd skattskyldighet och import) avseende: • Inköp av varor från annat EU-land • Inköp av tjänster från annat EU-land • Inköp av tjänster från land utanför EU • Inköp av vissa varor och tjänster inom Sverige • Import av varor Denna moms redovisas i momsdeklarationen tillsammans med avdragsgill ingående moms. Motkonto • Det konto inom kontogrupp 26 där motsvarande utgående moms redovisas","Beräknad ingående mervärdesskatt vid omvänd skattskyldighet till skattskyldiga verksamheter",""
"a1677","1677","Momsersättning, skattefria verksamheter","liability_non_current",False,"På detta underkonto debiteras ingående moms på anskaffningar till kommunens skattefria verksamheter. Om inköp av tjänster eller varor sker från annat land till skattefria verksamheter redovisas dessa på konto 1678.","Momsersättning, skattefria verksamheter",""
"a1678","1678","Beräknad momsersättning vid omvänd skattskyldighet till skattefria verksamheter","liability_non_current",False,"På detta underkonto redovisas ingående moms i skattefri verksamhet (vid omvänd skattskyldighet och import) avseende: • Inköp av varor från annat EU-land • Inköp av tjänster från annat EU-land • Inköp av tjänster från land utanför EU • Inköp av vissa varor och tjänster inom Sverige • Import av varor Denna moms redovisas genom rekvisition, till Skatteverket i Jönköping, tillsammans med annan momsersättning i de skattefria verksamheterna. Motkonto • Det konto inom kontogrupp 26 där motsvarande utgående moms redovisas","Beräknad momsersättning vid omvänd skattskyldighet till skattefria verksamheter",""
"a1679","1679","Justering moms, investeringsvara","liability_non_current",False,"Kontot används för momsjustering vid överlåtelse eller ändrad användning av en investeringsvara. Beloppet tas upp i ruta 09 på Skatteverkets blankett ’Ansökan Ersättning för mervärdesskatt’. Motkonton • Motkonto är konto 3814 (Maskiner och inventarier) alternativt 3824 (Byggnader) vid vinst vid avyttring. • Vid förlust vid avyttring utgörs motkonto av konto 7814 (Maskiner och inventarier) alternativt 7824 (Byggnader).","Justering moms, investeringsvara",""
"a168","168","Fordran mervärdesskatt, redovisningskonto","liability_non_current",False,"Kontot används som momsredovisningskonto då kommunen redovisar högre ingående än utgående moms, det vill säga har en fordran på staten. För redovisning av moms till Skatteverket måste moms avseende skattskyldiga verksamheter skiljas från momsersättning avseende skattefria verksamheter. Denna uppdelning sker på underkonto enligt följande:","Fordran mervärdesskatt, redovisningskonto",""
"a1681","1681","Fordran mervärdesskatt, redovisningskonto skattskyldiga verksamheter","liability_non_current",False,"För skattskyldiga verksamheter har kommunen normalt en skatteskuld till staten vilken redovisas på konto 268. Har kommunen vid bokslut en fordran för mervärdesskatt ska (debet-) saldot överföras från konto 268 till underkonto 1681.","Fordran mervärdesskatt, redovisningskonto skattskyldiga verksamheter",""
"a1687","1687","Redovisningskonto momsersättning för kommunens skattefria verksamhet","liability_non_current",False,"Underkontot används för redovisning av momsersättning motsvarande den ingående mervärdesskatten för kommunens skattefria verksamheter. Hit förs saldot från konto 1677–1679.","Redovisningskonto momsersättning för kommunens skattefria verksamhet",""
"a169","169","Värdereglering av diverse kortfristiga fordringar","liability_non_current",False,"På detta konto krediteras belopp som motsvarar nedskrivning på fordringar som bedömts som osäkra. Motkonton • Vid nedskrivningar debiteras konto 738, Förluster på kortfristiga fordringar, som motkonto. • Konto 169 är korrektivkonto till konto 161–166. Summan av konto 161–166 och konto 169 visar det bokförda värdet av diverse kortfristiga fordringar.","Värdereglering av diverse kortfristiga fordringar",""
"a171","171","Förutbetalda kostnader","liability_non_current",False,"Detta konto är interimskonto för periodisering av exempelvis hyreskostnader, leasingkostnader eller försäkringskostnader som avser en kommande period.","Förutbetalda kostnader",""
"a174","174","Förutbetalda räntekostnader","liability_non_current",False,"Detta konto är interimskonto för periodisering av räntekostnader. Motkonto • Kontot debiteras vid räkenskapsperiodens slut för förutbetalda räntekostnader som avser en kommande period med konto 852 Räntekostnader, som motkonto.","Förutbetalda räntekostnader",""
"a175","175","Upplupna intäkter","liability_non_current",False,"Detta konto är interimskonto för periodisering av upplupna, ej debiterade, kundfordringar och andra intäkter som avser föregående period.","Upplupna intäkter",""
"a176","176","Upplupna ränteintäkter","liability_non_current",False,"Detta konto är interimskonto för periodisering av ränteintäkter. Hit förs även obligationsräntor från senaste ränteterminer. Motkonto • Kontot debiteras vid räkenskapsperiodens slut för upplupna ej erhållna ränteintäkter med konto 844 Ränteintäkter, som motkonto.","Upplupna ränteintäkter",""
"a178","178","Upplupna skatteintäkter","liability_non_current",False,"Detta konto är interimskonto för periodisering av skatteintäkter. Se rekommendation RKR R2 Intäkter. En positiv skatteavräkning för ett år ska inte kvittas mot en negativ skatteavräkning för ett annat år. Kontot kan underindelas för att särredovisa olika år. Upplupna skatteintäkter efterfrågas av SCB i RS. Motkonto • Kontot debiteras vid räkenskapsperiodens slut för upplupna ej erhållna skatteintäkter, dvs. en positiv skatteavräkning, med konto 805 Skatteavräkning som motkonto. Bokför inte på kontot • En negativ skatteavräkning, dvs. en skuld, redovisas på konto 298","Upplupna skatteintäkter",""
"a179","179","Övriga interimsfordringar","liability_non_current",False,"Detta konto är interimskonto för periodisering av andra förutbetalda kostnader och upplupna intäkter än de som omfattas av övriga konton i kontogruppen.","Övriga interimsfordringar",""
"a182","182","Aktier samt andelar i finansiella instrument","liability_non_current",False,"Kontot används för aktier och andra andelar som klassificeras som omsättningstillgång. Exempel är aktier samt andelar i investeringsfonder (aktie-, bland-, eller räntefonder där kommunen äger en andel i fonden). Aktier och andelar som förvärvats för långfristig placering redovisas på konto 132. Aktier och andelar efterfrågas av SCB i RS. För att hantera värderegleringar vid värdering till verkligt värde kan kontot indelas i underkonton enligt nedan:","Aktier samt andelar i finansiella instrument",""
"a1821","1821","Anskaffningsvärde, aktier samt andelar i finansiella instrument","liability_non_current",False,"","Anskaffningsvärde, aktier samt andelar i finansiella instrument",""
"a1829","1829","Värdereglering, aktier samt andelar i finansiella instrument","liability_non_current",False,"Kontot används om marknadsvärdet på balansdagen förändrats jämfört med föregående balansdag alternativt anskaffningstidpunkten om tillgången anskaffats under året. Värdereglering, aktier och andelar efterfrågas av SCB i RS. Motkonto • Motkonto för värderegleringen är 8468 Orealiserade vinster (verkligt värde), finansiella omsättningstillgångar eller 8568 Orealiserade förluster (verkligt värde), finansiella omsättningstillgångar.","Värdereglering, aktier samt andelar i finansiella instrument",""
"a183","183","Obligationer och andra värdepapper (exkl. certifikat)","liability_non_current",False,"Kontot används för obligationer, förlagsbevis med mera som klassificeras som omsättningstillgång. Exempel är obligationer, förlagsbevis, aktieindexobligationer och inflationsskyddade obligationer som kommunen äger direkt. Obligationsräntor bokförs som intäkt på konto 844 Ränteintäkter. Upplupna räntor från senaste ränteterminer till bokslutsdagen kan tas upp i balansräkningen som tillgång på konto 176 Upplupna ränteintäkter. Obligationer, förlagsbevis med mera som förvärvats för långsiktig placering redovisas på konto 133 Obligationer, förlagsbevis m.m. Obligationer, förlagsbevis m.m. efterfrågas av SCB i RS. För att hantera värderegleringar vid värdering till verkligt värde kan kontot indelas i underkonton enligt nedan:","Obligationer och andra värdepapper (exkl. certifikat)",""
"a1831","1831","Anskaffningsvärde, obligationer och andra värdepapper (exkl. certifikat)","liability_non_current",False,"","Anskaffningsvärde, obligationer och andra värdepapper (exkl. certifikat)",""
"a1839","1839","Värdereglering, obligationer och andra värdepapper (exkl. certifikat)","liability_non_current",False,"Kontot används om marknadsvärdet på balansdagen förändrats jämfört med föregående balansdag alternativt anskaffningstidpunkten om tillgången anskaffats under året. Värdereglering, obligationer, förlagsbevis m.m. efterfrågas av SCB i RS. Motkonto • Motkonto för värderegleringen är 8468 Orealiserade vinster (verkligt värde), finansiella omsättningstillgångar eller 8568 Orealiserade förluster (verkligt värde), finansiella omsättningstillgångar.","Värdereglering, obligationer och andra värdepapper (exkl. certifikat)",""
"a184","184","Certifikat","liability_non_current",False,"På detta konto redovisas certifikat som förvärvats för kortfristig placering. Obligationer, förlagsbevis med mera redovisas på konto 183. Certifikat efterfrågas av SCB i RS. För att hantera värderegleringar vid värdering till verkligt värde kan kontot indelas i underkonton enligt nedan:","Certifikat",""
"a1841","1841","Anskaffningsvärde, certifikat","liability_non_current",False,"","Anskaffningsvärde, certifikat",""
"a1849","1849","Värdereglering, certifikat","liability_non_current",False,"Kontot används om marknadsvärdet på balansdagen förändrats jämfört med föregående balansdag alternativt anskaffningstidpunkten om tillgången anskaffats under året. Värdereglering, certifikat efterfrågas av SCB i RS. Motkonto • Motkonto för värderegleringen är 8468 Orealiserade vinster (verkligt värde), finansiella omsättningstillgångar eller 8568 Orealiserade förluster (verkligt värde), finansiella omsättningstillgångar.","Värdereglering, certifikat",""
"a189","189","Övriga kortfristiga placeringar","liability_non_current",False,"På detta konto redovisas kortfristiga placeringar för vilka särskilda konton inte lagts upp i denna kontogrupp. Här redovisas t.ex. kortfristig placeringstillgång hänförlig till pensionsstiftelse.","Övriga kortfristiga placeringar",""
"a191","191","Kassa","liability_non_current",False,"Kontot används endast för kontanttransaktioner. Om flera separata kassor förekommer kan särskilda underkonton läggas upp för dessa Bokför inte på kontot • Anställdas handkassor och personliga förskott redovisas på konto 161 Fordringar hos anställda.","Kassa",""
"a192","192","Bank","liability_non_current",False,"En kommuns transaktionskonton benämns hos de olika bankerna på olika sätt till exempel bankkonto, affärskonto eller företagskonto. Till dessa konton kan vara kopplade olika typer av girofunktioner och/eller möjlighet till kredit. Varje enskild kommun bör därför använda (och benämna) kontona 192–195 i enlighet med sina egna behov. Kontot kan användas för kontokredit i kombination med konto 232 Kontokredit. Beroende på om kontokrediten utnyttjas eller ej bör, enligt god redovisningssed, redovisningen skifta mellan konto 192 Bank och konto 232 Kontokredit. Av praktiska skäl kan det vara lämpligt att löpande bokfö-ring endast sker på konto 192, trots att det innebär att tillgångskontot kan visa ett minussaldo. I samband med årsbokslut eller delårsrapport måste i sådana fall omföring ske av eventuellt minussaldo. Utnyttjade kontokrediter och byggnadskreditiv redovisas i balansräkningen som skuld och beviljat belopp inom linjen eller i not. Se även konteringsanvisningen till konto 232 Kontok","Bank",""
"a196","196","Bank, koncernkonto","liability_non_current",False,"Kontot är ett gemensamt konto för kommunkoncernen. Kontot utgör huvudkonto till en grupp underkonton för företagen vars syfte är att åstad-komma likviditetsutjämning mellan dessa och kommunen. Om kommunen är ensam kontoinnehavare gentemot banken ska kommunen redovisa hela tillgodohavandet på detta konto. Det är i sådant fall huvudkontots saldo som är kommunens fordran på eller skuld till banken. Om företagen tillsammans med kommunen gemensamt är kontoinnehavare gentemot banken redovisar företagen respektive kommunen sin andel av tillgodohavandet som Kassa och bank. Motkonton • Saldon på underkonton utgör företagens fordran på eller skuld till kommunen och redovisas på underkonto 1661 Kortfristiga fordringar hos kommunens koncernföretag, respektive konto 246 Kortfristiga skulder till kommunens koncernföretag, vid bokslut.","Bank, koncernkonto",""
